PACKED,SUB_PART,COMMENT,INDEX_NAME,INDEX_TYPE,NON_UNIQUE,NULLABLE,COLLATION,INDEX_SCHEMA,SEQ_IN_INDEX,TABLE_SCHEMA,TABLE_NAME,INDEX_COMMENT,TABLE_CATALOG,CARDINALITY,COLUMN_NAME

