ENDS,STARTS,STATUS,CREATED,SQL_MODE,TIME_ZONE,DEFINER,EVENT_BODY,EVENT_NAME,EVENT_TYPE,EXECUTE_AT,ORIGINATOR,EVENT_SCHEMA,LAST_ALTERED,EVENT_CATALOG,EVENT_COMMENT,LAST_EXECUTED,ON_COMPLETION,INTERVAL_FIELD,INTERVAL_VALUE,EVENT_DEFINITION,DATABASE_COLLATION,CHARACTER_SET_CLIENT,COLLATION_CONNECTION

