CREATED,SQL_MODE,DEFINER,ACTION_ORDER,ACTION_TIMING,TRIGGER_NAME,ACTION_CONDITION,ACTION_STATEMENT,TRIGGER_SCHEMA,TRIGGER_CATALOG,ACTION_ORIENTATION,DATABASE_COLLATION,EVENT_MANIPULATION,EVENT_OBJECT_TABLE,EVENT_OBJECT_SCHEMA,CHARACTER_SET_CLIENT,COLLATION_CONNECTION,EVENT_OBJECT_CATALOG,ACTION_REFERENCE_NEW_ROW,ACTION_REFERENCE_OLD_ROW,ACTION_REFERENCE_NEW_TABLE,ACTION_REFERENCE_OLD_TABLE

